session_id,user_id,page,sponsored_listing_viewed,banner_viewed,homepage_promo_seen,product_search_view,sponsored_listing_viewed_cost,banner_viewed_cost,homepage_promo_seen_cost,product_search_view_cost,session_total_cost
S2088,U1306,product,1,1,0,0,1.12,0.61,0.0,0.0,1.73
S2089,U1306,product,0,0,0,1,0.0,0.0,0.0,0.32,0.32
S2090,U1306,product,1,1,0,1,2.0,0.64,0.0,0.45,3.09
S2091,U1307,offers,1,0,1,0,2.04,0.0,0.3,0.0,2.34
S2092,U1307,product,0,0,0,1,0.0,0.0,0.0,0.09,0.09
S2093,U1308,search,1,0,0,0,1.28,0.0,0.0,0.0,1.28
S2094,U1308,product,0,0,0,1,0.0,0.0,0.0,0.19,0.19
S2095,U1308,home,0,0,0,1,0.0,0.0,0.0,0.11,0.11
S2096,U1308,search,0,0,0,1,0.0,0.0,0.0,0.34,0.34
S2097,U1309,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2098,U1309,offers,0,0,0,1,0.0,0.0,0.0,0.31,0.31
S2099,U1309,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2100,U1310,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2101,U1310,offers,0,0,0,1,0.0,0.0,0.0,0.23,0.23
S2102,U1311,search,0,0,0,1,0.0,0.0,0.0,0.11,0.11
S2103,U1311,search,0,0,0,1,0.0,0.0,0.0,0.34,0.34
S2104,U1312,home,1,1,0,0,1.01,0.72,0.0,0.0,1.73
S2105,U1312,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2106,U1312,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2107,U1312,search,0,0,0,1,0.0,0.0,0.0,0.43,0.43
S2108,U1312,offers,0,0,1,1,0.0,0.0,0.3,0.08,0.38
S2109,U1313,offers,0,0,0,1,0.0,0.0,0.0,0.09,0.09
S2110,U1313,product,0,1,0,0,0.0,0.64,0.0,0.0,0.64
S2111,U1313,offers,1,0,1,0,1.57,0.0,0.34,0.0,1.91
S2112,U1314,home,1,1,1,1,1.83,0.54,0.79,0.47,3.63
S2113,U1314,category,0,1,0,1,0.0,0.67,0.0,0.18,0.85
S2114,U1314,product,1,0,1,0,1.38,0.0,0.75,0.0,2.13
S2115,U1314,offers,1,1,0,0,2.34,0.62,0.0,0.0,2.96
S2116,U1314,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2117,U1315,category,1,1,0,1,1.05,0.18,0.0,0.48,1.71
S2118,U1315,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2119,U1315,home,0,1,0,1,0.0,0.67,0.0,0.12,0.79
S2120,U1315,home,0,1,1,1,0.0,0.88,0.99,0.42,2.29
S2121,U1316,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2122,U1316,category,0,0,1,1,0.0,0.0,0.79,0.47,1.26
S2123,U1316,offers,0,1,0,1,0.0,0.6,0.0,0.41,1.01
S2124,U1317,search,0,1,0,1,0.0,0.44,0.0,0.15,0.59
S2125,U1317,product,0,0,0,1,0.0,0.0,0.0,0.22,0.22
S2126,U1317,home,0,1,0,1,0.0,0.25,0.0,0.38,0.63
S2127,U1317,category,0,0,0,1,0.0,0.0,0.0,0.42,0.42
S2128,U1318,offers,0,1,0,0,0.0,0.36,0.0,0.0,0.36
S2129,U1318,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2130,U1319,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2131,U1319,home,0,0,1,0,0.0,0.0,0.99,0.0,0.99
S2132,U1319,home,0,0,0,1,0.0,0.0,0.0,0.18,0.18
S2133,U1319,category,0,0,1,1,0.0,0.0,1.17,0.25,1.42
S2134,U1319,category,0,1,0,0,0.0,0.24,0.0,0.0,0.24
S2135,U1320,offers,0,0,1,1,0.0,0.0,0.36,0.1,0.46
S2136,U1320,category,1,0,1,1,0.88,0.0,0.33,0.39,1.6
S2137,U1321,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2138,U1321,category,1,0,1,1,2.55,0.0,1.13,0.09,3.77
S2139,U1321,product,0,0,1,1,0.0,0.0,1.98,0.42,2.4
S2140,U1321,home,1,1,1,0,2.54,0.23,1.07,0.0,3.84
S2141,U1322,search,0,1,0,1,0.0,0.28,0.0,0.46,0.74
S2142,U1322,product,0,0,0,1,0.0,0.0,0.0,0.24,0.24
S2143,U1322,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2144,U1322,category,0,0,0,1,0.0,0.0,0.0,0.47,0.47
S2145,U1323,category,1,0,0,1,0.85,0.0,0.0,0.29,1.14
S2146,U1323,home,0,0,1,0,0.0,0.0,0.37,0.0,0.37
S2147,U1323,product,0,1,0,0,0.0,0.9,0.0,0.0,0.9
S2148,U1323,category,1,1,1,0,1.89,0.1,0.52,0.0,2.51
S2149,U1323,search,0,1,0,0,0.0,0.96,0.0,0.0,0.96
S2150,U1324,product,0,0,1,1,0.0,0.0,1.15,0.31,1.46
S2151,U1324,search,0,1,0,0,0.0,0.1,0.0,0.0,0.1
S2152,U1324,search,1,1,1,1,1.4,0.28,1.93,0.21,3.82
S2153,U1324,search,0,1,0,0,0.0,0.38,0.0,0.0,0.38
S2154,U1325,category,0,1,0,0,0.0,0.56,0.0,0.0,0.56
S2155,U1325,home,0,0,0,1,0.0,0.0,0.0,0.31,0.31
S2156,U1325,offers,0,0,1,1,0.0,0.0,1.84,0.25,2.09
S2157,U1325,search,0,1,0,1,0.0,0.45,0.0,0.27,0.72
S2158,U1326,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2159,U1326,category,0,1,1,1,0.0,0.66,1.26,0.26,2.18
S2160,U1327,offers,0,1,1,1,0.0,0.56,1.13,0.32,2.01
S2161,U1327,offers,0,1,1,0,0.0,0.73,0.99,0.0,1.72
S2162,U1327,category,0,1,1,1,0.0,0.55,1.68,0.31,2.54
S2163,U1327,category,0,1,0,1,0.0,0.17,0.0,0.45,0.62
S2164,U1327,offers,0,0,0,1,0.0,0.0,0.0,0.31,0.31
S2165,U1328,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2166,U1328,home,0,0,0,1,0.0,0.0,0.0,0.26,0.26
S2167,U1328,home,1,0,1,1,1.64,0.0,1.69,0.25,3.58
S2168,U1328,search,0,0,1,1,0.0,0.0,0.28,0.1,0.38
S2169,U1328,offers,1,1,0,1,1.83,0.81,0.0,0.5,3.14
S2170,U1329,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2171,U1329,offers,1,0,1,1,1.08,0.0,0.76,0.39,2.23
S2172,U1329,product,0,0,0,1,0.0,0.0,0.0,0.17,0.17
S2173,U1329,product,0,0,0,1,0.0,0.0,0.0,0.21,0.21
S2174,U1330,product,0,0,1,0,0.0,0.0,1.03,0.0,1.03
S2175,U1330,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2176,U1331,search,0,1,0,0,0.0,0.53,0.0,0.0,0.53
S2177,U1331,offers,1,0,1,1,2.46,0.0,1.59,0.06,4.11
S2178,U1331,home,1,0,0,1,0.55,0.0,0.0,0.34,0.89
S2179,U1331,category,1,0,0,0,2.01,0.0,0.0,0.0,2.01
S2180,U1331,product,0,1,0,0,0.0,0.63,0.0,0.0,0.63
S2181,U1332,offers,0,0,1,0,0.0,0.0,1.67,0.0,1.67
S2182,U1332,product,1,0,0,0,0.56,0.0,0.0,0.0,0.56
S2183,U1333,product,1,0,1,1,2.69,0.0,0.86,0.46,4.01
S2184,U1333,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2185,U1333,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2186,U1334,product,0,0,1,0,0.0,0.0,0.87,0.0,0.87
S2187,U1334,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2188,U1334,home,1,1,0,1,1.23,0.28,0.0,0.49,2.0
S2189,U1335,offers,0,1,0,0,0.0,0.8,0.0,0.0,0.8
S2190,U1335,product,0,1,0,0,0.0,0.33,0.0,0.0,0.33
S2191,U1335,category,0,0,0,1,0.0,0.0,0.0,0.19,0.19
S2192,U1336,home,0,0,1,1,0.0,0.0,1.74,0.05,1.79
S2193,U1336,home,0,0,0,1,0.0,0.0,0.0,0.2,0.2
S2194,U1336,offers,1,0,0,1,1.97,0.0,0.0,0.47,2.44
S2195,U1337,category,0,1,0,0,0.0,0.77,0.0,0.0,0.77
S2196,U1337,offers,1,0,0,1,1.15,0.0,0.0,0.24,1.39
S2197,U1337,home,1,1,1,0,2.49,0.99,1.12,0.0,4.6
S2198,U1337,offers,1,1,1,1,0.71,0.81,0.86,0.09,2.47
S2199,U1337,product,0,1,0,1,0.0,0.61,0.0,0.12,0.73
S2200,U1338,home,0,1,1,0,0.0,0.97,1.68,0.0,2.65
S2201,U1338,category,0,0,0,1,0.0,0.0,0.0,0.29,0.29
S2202,U1338,product,1,0,0,1,2.63,0.0,0.0,0.34,2.97
S2203,U1339,offers,0,0,0,1,0.0,0.0,0.0,0.38,0.38
S2204,U1339,home,0,0,1,0,0.0,0.0,1.22,0.0,1.22
S2205,U1339,product,0,0,0,1,0.0,0.0,0.0,0.1,0.1
S2206,U1339,offers,0,0,0,1,0.0,0.0,0.0,0.47,0.47
S2207,U1340,category,0,0,1,1,0.0,0.0,1.5,0.14,1.64
S2208,U1340,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2209,U1340,offers,1,1,0,0,2.18,0.47,0.0,0.0,2.65
S2210,U1340,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2211,U1340,search,0,0,0,1,0.0,0.0,0.0,0.1,0.1
S2212,U1341,search,0,1,0,0,0.0,0.42,0.0,0.0,0.42
S2213,U1341,product,0,1,0,1,0.0,0.23,0.0,0.32,0.55
S2214,U1341,home,0,1,0,1,0.0,0.39,0.0,0.15,0.54
S2215,U1342,home,0,0,1,0,0.0,0.0,1.7,0.0,1.7
S2216,U1342,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2217,U1342,search,0,0,0,1,0.0,0.0,0.0,0.3,0.3
S2218,U1343,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2219,U1343,product,0,1,0,1,0.0,0.91,0.0,0.31,1.22
S2220,U1344,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2221,U1344,offers,0,1,0,1,0.0,0.37,0.0,0.08,0.45
S2222,U1344,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2223,U1345,category,0,1,1,1,0.0,0.52,0.65,0.26,1.43
S2224,U1345,category,0,0,1,0,0.0,0.0,0.29,0.0,0.29
S2225,U1346,category,1,1,0,1,1.23,0.88,0.0,0.48,2.59
S2226,U1346,category,0,0,0,1,0.0,0.0,0.0,0.5,0.5
S2227,U1346,offers,1,0,1,1,2.42,0.0,1.27,0.2,3.89
S2228,U1346,home,1,1,0,1,2.47,0.91,0.0,0.22,3.6
S2229,U1346,offers,1,1,0,0,1.74,0.76,0.0,0.0,2.5
S2230,U1347,offers,1,1,1,1,1.81,0.4,1.67,0.39,4.27
S2231,U1347,offers,0,0,0,1,0.0,0.0,0.0,0.31,0.31
S2232,U1347,home,0,0,0,1,0.0,0.0,0.0,0.49,0.49
S2233,U1348,home,0,1,1,1,0.0,0.71,1.02,0.41,2.14
S2234,U1348,offers,0,0,1,1,0.0,0.0,1.38,0.26,1.64
S2235,U1348,category,1,0,0,1,0.6,0.0,0.0,0.46,1.06
S2236,U1349,home,0,0,0,1,0.0,0.0,0.0,0.37,0.37
S2237,U1349,home,1,1,0,1,1.61,0.63,0.0,0.14,2.38
S2238,U1349,category,0,1,1,0,0.0,0.25,1.06,0.0,1.31
S2239,U1349,offers,0,0,1,1,0.0,0.0,0.48,0.29,0.77
S2240,U1350,offers,0,1,1,1,0.0,0.18,0.93,0.28,1.39
S2241,U1350,offers,0,1,0,0,0.0,0.66,0.0,0.0,0.66
S2242,U1351,offers,1,0,1,0,1.61,0.0,1.85,0.0,3.46
S2243,U1351,home,1,1,0,1,2.01,0.7,0.0,0.18,2.89
S2244,U1352,category,1,1,0,0,1.11,0.44,0.0,0.0,1.55
S2245,U1352,home,0,1,1,1,0.0,0.68,1.31,0.3,2.29
S2246,U1353,offers,0,0,1,1,0.0,0.0,0.82,0.3,1.12
S2247,U1353,home,0,1,0,1,0.0,0.84,0.0,0.43,1.27
S2248,U1353,product,0,1,0,0,0.0,0.8,0.0,0.0,0.8
S2249,U1353,product,0,0,1,1,0.0,0.0,1.47,0.32,1.79
S2250,U1354,product,0,0,0,1,0.0,0.0,0.0,0.38,0.38
S2251,U1354,category,0,0,1,0,0.0,0.0,0.83,0.0,0.83
S2252,U1354,category,1,0,1,1,1.33,0.0,1.59,0.49,3.41
S2253,U1354,offers,0,0,0,1,0.0,0.0,0.0,0.06,0.06
S2254,U1354,offers,0,0,0,1,0.0,0.0,0.0,0.49,0.49
S2255,U1355,product,0,0,1,0,0.0,0.0,0.87,0.0,0.87
S2256,U1355,home,1,0,0,0,1.3,0.0,0.0,0.0,1.3
S2257,U1355,category,1,1,0,1,0.87,0.74,0.0,0.45,2.06
S2258,U1356,home,0,1,0,1,0.0,0.57,0.0,0.38,0.95
S2259,U1356,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2260,U1357,home,0,0,1,1,0.0,0.0,1.24,0.19,1.43
S2261,U1357,product,0,0,0,1,0.0,0.0,0.0,0.15,0.15
S2262,U1357,category,0,0,1,0,0.0,0.0,0.8,0.0,0.8
S2263,U1358,offers,0,1,1,0,0.0,0.26,1.31,0.0,1.57
S2264,U1358,category,0,0,0,1,0.0,0.0,0.0,0.4,0.4
S2265,U1358,product,0,0,1,1,0.0,0.0,0.7,0.19,0.89
S2266,U1358,home,0,1,0,1,0.0,0.91,0.0,0.28,1.19
S2267,U1358,product,0,0,1,1,0.0,0.0,0.96,0.14,1.1
S2268,U1359,category,0,1,0,0,0.0,0.65,0.0,0.0,0.65
S2269,U1359,product,1,1,0,0,2.59,0.92,0.0,0.0,3.51
S2270,U1360,home,1,0,1,0,2.36,0.0,1.58,0.0,3.94
S2271,U1360,search,0,0,1,0,0.0,0.0,0.32,0.0,0.32
S2272,U1360,offers,0,1,1,1,0.0,0.56,1.18,0.06,1.8
S2273,U1361,category,1,1,0,0,1.75,0.92,0.0,0.0,2.67
S2274,U1361,category,0,0,0,1,0.0,0.0,0.0,0.49,0.49
S2275,U1361,product,0,1,0,1,0.0,0.43,0.0,0.14,0.57
S2276,U1361,offers,0,0,0,1,0.0,0.0,0.0,0.09,0.09
S2277,U1361,offers,1,0,0,0,2.29,0.0,0.0,0.0,2.29
S2278,U1362,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2279,U1362,product,1,1,0,0,0.81,0.41,0.0,0.0,1.22
S2280,U1362,search,1,0,0,0,2.18,0.0,0.0,0.0,2.18
S2281,U1363,search,0,0,1,0,0.0,0.0,1.64,0.0,1.64
S2282,U1363,product,1,1,1,0,2.92,0.13,0.45,0.0,3.5
S2283,U1364,home,0,1,0,1,0.0,0.24,0.0,0.15,0.39
S2284,U1364,search,0,0,0,1,0.0,0.0,0.0,0.08,0.08
S2285,U1364,offers,0,0,1,0,0.0,0.0,1.02,0.0,1.02
S2286,U1365,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2287,U1365,search,0,0,0,1,0.0,0.0,0.0,0.38,0.38
S2288,U1365,category,0,1,1,1,0.0,0.27,0.37,0.06,0.7
S2289,U1365,offers,1,0,1,1,2.64,0.0,1.39,0.16,4.19
S2290,U1366,search,0,1,0,0,0.0,0.55,0.0,0.0,0.55
S2291,U1366,home,0,1,0,0,0.0,0.85,0.0,0.0,0.85
S2292,U1366,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2293,U1367,category,1,0,1,0,2.95,0.0,0.79,0.0,3.74
S2294,U1367,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2295,U1367,search,0,0,0,1,0.0,0.0,0.0,0.38,0.38
S2296,U1368,home,0,1,1,0,0.0,0.33,0.96,0.0,1.29
S2297,U1368,search,0,0,1,1,0.0,0.0,0.87,0.39,1.26
S2298,U1368,home,0,1,1,1,0.0,0.76,0.33,0.36,1.45
S2299,U1369,offers,0,1,0,1,0.0,0.74,0.0,0.37,1.11
S2300,U1369,search,0,1,0,1,0.0,0.85,0.0,0.07,0.92
S2301,U1369,category,0,0,1,1,0.0,0.0,1.81,0.46,2.27
S2302,U1370,offers,0,0,1,1,0.0,0.0,1.59,0.27,1.86
S2303,U1370,category,0,0,1,0,0.0,0.0,0.62,0.0,0.62
S2304,U1370,category,0,0,0,1,0.0,0.0,0.0,0.35,0.35
S2305,U1370,home,1,0,1,0,1.93,0.0,0.93,0.0,2.86
S2306,U1370,category,1,0,1,0,2.36,0.0,0.57,0.0,2.93
S2307,U1371,search,0,0,0,1,0.0,0.0,0.0,0.37,0.37
S2308,U1371,search,1,1,0,0,2.53,0.51,0.0,0.0,3.04
S2309,U1371,category,0,0,0,1,0.0,0.0,0.0,0.09,0.09
S2310,U1372,offers,0,0,1,1,0.0,0.0,0.31,0.14,0.45
S2311,U1372,category,0,0,0,1,0.0,0.0,0.0,0.45,0.45
S2312,U1372,search,1,1,1,0,0.51,0.51,1.85,0.0,2.87
S2313,U1373,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2314,U1373,category,0,1,0,1,0.0,0.22,0.0,0.34,0.56
S2315,U1373,category,1,0,0,0,2.1,0.0,0.0,0.0,2.1
S2316,U1374,product,0,1,1,1,0.0,0.7,0.84,0.41,1.95
S2317,U1374,offers,0,0,1,0,0.0,0.0,0.64,0.0,0.64
S2318,U1374,product,1,1,0,0,2.81,0.23,0.0,0.0,3.04
S2319,U1375,search,0,1,0,0,0.0,0.82,0.0,0.0,0.82
S2320,U1375,product,1,1,1,1,1.55,0.43,1.54,0.09,3.61
S2321,U1375,offers,1,0,0,0,1.79,0.0,0.0,0.0,1.79
S2322,U1375,search,0,0,1,0,0.0,0.0,0.73,0.0,0.73
S2323,U1375,home,1,1,0,0,0.66,0.35,0.0,0.0,1.01
S2324,U1376,product,1,1,1,0,1.15,0.91,1.84,0.0,3.9
S2325,U1376,offers,0,1,0,1,0.0,0.11,0.0,0.39,0.5
S2326,U1376,offers,0,0,0,1,0.0,0.0,0.0,0.16,0.16
S2327,U1377,offers,1,0,1,1,1.42,0.0,1.75,0.46,3.63
S2328,U1377,search,0,1,0,1,0.0,0.53,0.0,0.07,0.6
S2329,U1377,product,0,0,1,0,0.0,0.0,0.82,0.0,0.82
S2330,U1377,home,1,0,1,0,2.51,0.0,1.95,0.0,4.46
S2331,U1377,offers,1,1,0,0,1.64,0.24,0.0,0.0,1.88
S2332,U1378,category,0,0,1,1,0.0,0.0,0.48,0.23,0.71
S2333,U1378,product,0,1,1,0,0.0,0.34,1.36,0.0,1.7
S2334,U1378,product,0,1,1,0,0.0,0.26,1.3,0.0,1.56
S2335,U1378,offers,0,1,0,1,0.0,0.81,0.0,0.14,0.95
S2336,U1379,category,0,0,1,0,0.0,0.0,0.21,0.0,0.21
S2337,U1379,category,0,0,0,1,0.0,0.0,0.0,0.31,0.31
S2338,U1379,home,1,0,0,1,2.05,0.0,0.0,0.32,2.37
S2339,U1379,search,0,1,0,0,0.0,0.27,0.0,0.0,0.27
S2340,U1379,offers,0,1,0,0,0.0,0.25,0.0,0.0,0.25
S2341,U1380,category,0,1,1,1,0.0,0.23,0.59,0.35,1.17
S2342,U1380,product,0,0,1,0,0.0,0.0,0.25,0.0,0.25
S2343,U1380,offers,0,0,0,1,0.0,0.0,0.0,0.08,0.08
S2344,U1381,home,0,1,1,1,0.0,0.86,0.94,0.13,1.93
S2345,U1381,category,0,1,0,0,0.0,0.83,0.0,0.0,0.83
S2346,U1381,product,0,0,1,0,0.0,0.0,1.25,0.0,1.25
S2347,U1382,category,0,0,0,1,0.0,0.0,0.0,0.3,0.3
S2348,U1382,category,0,0,0,1,0.0,0.0,0.0,0.11,0.11
S2349,U1382,search,1,1,1,1,1.14,0.7,0.8,0.25,2.89
S2350,U1382,product,0,0,0,1,0.0,0.0,0.0,0.08,0.08
S2351,U1383,search,1,0,1,1,2.57,0.0,1.98,0.18,4.73
S2352,U1383,home,0,1,0,0,0.0,0.41,0.0,0.0,0.41
S2353,U1383,product,1,1,1,0,2.37,0.83,0.94,0.0,4.14
S2354,U1383,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2355,U1383,category,0,0,0,1,0.0,0.0,0.0,0.37,0.37
S2356,U1384,search,0,0,0,1,0.0,0.0,0.0,0.23,0.23
S2357,U1384,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2358,U1384,category,1,0,1,1,2.41,0.0,0.92,0.42,3.75
S2359,U1384,product,0,1,1,1,0.0,0.15,1.81,0.27,2.23
S2360,U1385,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2361,U1385,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2362,U1385,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2363,U1385,product,1,0,0,1,0.8,0.0,0.0,0.36,1.16
S2364,U1385,category,1,0,0,0,0.73,0.0,0.0,0.0,0.73
S2365,U1386,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2366,U1386,offers,0,1,0,0,0.0,0.14,0.0,0.0,0.14
S2367,U1387,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2368,U1387,offers,0,0,1,1,0.0,0.0,1.34,0.47,1.81
S2369,U1388,offers,1,0,1,1,0.82,0.0,0.61,0.1,1.53
S2370,U1388,offers,0,1,1,1,0.0,0.21,1.87,0.25,2.33
S2371,U1388,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2372,U1388,home,0,1,1,0,0.0,0.12,0.9,0.0,1.02
S2373,U1388,product,0,1,0,1,0.0,0.8,0.0,0.18,0.98
S2374,U1389,category,0,0,1,1,0.0,0.0,0.43,0.33,0.76
S2375,U1389,search,1,0,0,0,0.79,0.0,0.0,0.0,0.79
S2376,U1390,search,0,0,1,1,0.0,0.0,1.68,0.45,2.13
S2377,U1390,product,0,0,1,1,0.0,0.0,0.43,0.14,0.57
S2378,U1391,category,0,1,1,0,0.0,0.16,1.5,0.0,1.66
S2379,U1391,offers,0,1,0,1,0.0,0.19,0.0,0.19,0.38
S2380,U1392,home,0,0,0,1,0.0,0.0,0.0,0.19,0.19
S2381,U1392,category,0,1,0,0,0.0,0.96,0.0,0.0,0.96
S2382,U1392,product,0,1,0,1,0.0,0.91,0.0,0.1,1.01
S2383,U1392,offers,0,0,0,1,0.0,0.0,0.0,0.21,0.21
S2384,U1392,search,1,0,1,1,2.56,0.0,1.8,0.43,4.79
S2385,U1393,offers,0,1,1,0,0.0,0.85,0.65,0.0,1.5
S2386,U1393,search,1,1,0,0,1.32,0.23,0.0,0.0,1.55
S2387,U1394,offers,0,0,0,1,0.0,0.0,0.0,0.12,0.12
S2388,U1394,product,0,0,1,1,0.0,0.0,1.28,0.23,1.51
S2389,U1394,home,0,0,0,1,0.0,0.0,0.0,0.28,0.28
S2390,U1394,product,1,1,1,1,2.27,0.3,1.9,0.27,4.74
S2391,U1394,category,1,1,0,1,2.26,0.58,0.0,0.23,3.07
S2392,U1395,search,1,0,1,1,2.9,0.0,0.71,0.48,4.09
S2393,U1395,search,0,0,0,1,0.0,0.0,0.0,0.44,0.44
S2394,U1396,category,0,1,0,1,0.0,0.11,0.0,0.38,0.49
S2395,U1396,product,0,0,1,1,0.0,0.0,1.34,0.32,1.66
S2396,U1396,search,0,1,1,1,0.0,0.71,0.87,0.16,1.74
S2397,U1396,home,0,1,0,1,0.0,0.9,0.0,0.14,1.04
S2398,U1397,category,1,0,0,0,2.06,0.0,0.0,0.0,2.06
S2399,U1397,home,1,0,0,1,1.85,0.0,0.0,0.4,2.25
S2400,U1397,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2401,U1398,home,0,0,1,1,0.0,0.0,1.35,0.5,1.85
S2402,U1398,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2403,U1398,home,0,0,0,1,0.0,0.0,0.0,0.09,0.09
S2404,U1398,offers,0,1,0,0,0.0,0.18,0.0,0.0,0.18
S2405,U1398,search,0,0,1,1,0.0,0.0,0.51,0.45,0.96
S2406,U1399,home,0,0,1,0,0.0,0.0,0.75,0.0,0.75
S2407,U1399,product,0,1,0,0,0.0,0.15,0.0,0.0,0.15
S2408,U1400,offers,0,1,0,1,0.0,0.15,0.0,0.06,0.21
S2409,U1400,category,0,0,0,1,0.0,0.0,0.0,0.09,0.09
S2410,U1400,home,0,0,1,1,0.0,0.0,0.88,0.46,1.34
S2411,U1400,home,0,1,0,1,0.0,0.18,0.0,0.07,0.25
S2412,U1401,category,0,1,1,0,0.0,0.98,1.81,0.0,2.79
S2413,U1401,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2414,U1401,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2415,U1402,home,0,0,1,1,0.0,0.0,1.18,0.22,1.4
S2416,U1402,home,0,1,1,0,0.0,0.98,1.09,0.0,2.07
S2417,U1402,product,0,1,1,0,0.0,0.95,0.7,0.0,1.65
S2418,U1403,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2419,U1403,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2420,U1403,offers,0,0,0,1,0.0,0.0,0.0,0.14,0.14
S2421,U1403,search,0,1,1,0,0.0,0.44,0.31,0.0,0.75
S2422,U1404,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2423,U1404,search,0,1,0,0,0.0,0.13,0.0,0.0,0.13
S2424,U1405,home,0,1,0,1,0.0,0.21,0.0,0.13,0.34
S2425,U1405,home,1,0,0,1,2.25,0.0,0.0,0.17,2.42
S2426,U1405,category,1,0,0,1,2.2,0.0,0.0,0.36,2.56
S2427,U1405,product,1,0,1,1,1.75,0.0,1.36,0.16,3.27
S2428,U1405,offers,0,0,0,1,0.0,0.0,0.0,0.35,0.35
S2429,U1406,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2430,U1406,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2431,U1406,search,0,1,1,1,0.0,0.93,0.38,0.31,1.62
S2432,U1406,offers,0,1,0,0,0.0,0.92,0.0,0.0,0.92
S2433,U1407,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2434,U1407,category,0,1,1,0,0.0,0.48,1.5,0.0,1.98
S2435,U1407,product,1,1,1,0,1.35,0.43,0.6,0.0,2.38
S2436,U1408,home,0,0,0,1,0.0,0.0,0.0,0.24,0.24
S2437,U1408,category,1,1,1,1,2.42,0.26,1.67,0.47,4.82
S2438,U1408,home,0,1,0,1,0.0,0.35,0.0,0.34,0.69
S2439,U1409,offers,0,1,0,0,0.0,0.33,0.0,0.0,0.33
S2440,U1409,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2441,U1409,category,1,0,1,0,0.99,0.0,1.22,0.0,2.21
S2442,U1410,category,1,1,0,0,1.92,1.0,0.0,0.0,2.92
S2443,U1410,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2444,U1410,product,0,0,0,1,0.0,0.0,0.0,0.5,0.5
S2445,U1410,search,0,0,1,0,0.0,0.0,0.73,0.0,0.73
S2446,U1411,offers,0,0,1,1,0.0,0.0,1.99,0.45,2.44
S2447,U1411,product,0,0,1,1,0.0,0.0,1.41,0.33,1.74
S2448,U1411,search,0,1,0,1,0.0,0.17,0.0,0.37,0.54
S2449,U1411,product,0,0,1,0,0.0,0.0,1.44,0.0,1.44
S2450,U1412,offers,0,1,1,0,0.0,0.26,1.77,0.0,2.03
