transaction_id,order_id,product_id,quantity,total_amount,discount_code_used,discount_value,shipping_cost,total_payable,return_stat,return_date
TX1474,ORD1474,P1966,1,31.46,Yes,6.03,22.67,48.1,Not Returned,
TX1475,ORD1475,P1451,3,511.56,Yes,114.08,15.37,412.85,Not Returned,
TX1475,ORD1475,P1976,2,72.22,No,0.0,13.09,85.31,Not Returned,
TX1475,ORD1475,P1614,3,490.05,No,0.0,5.86,495.91,Not Returned,
TX1476,ORD1476,P1721,3,387.42,Yes,49.68,4.53,342.27,Returned,2025-04-26 01:26:45
TX1476,ORD1476,P1524,3,319.32,Yes,38.91,8.98,289.39,Not Returned,
TX1477,ORD1477,P1189,1,407.16,Yes,109.7,4.8,302.26,Not Returned,
TX1477,ORD1477,P1265,2,381.92,No,0.0,9.08,391.0,Not Returned,
TX1478,ORD1478,P1399,2,130.34,No,0.0,22.51,152.85,Not Returned,
TX1478,ORD1478,P1031,3,129.09,Yes,17.51,18.01,129.59,Not Returned,
TX1478,ORD1478,P1108,1,66.32,No,0.0,11.7,78.02,Not Returned,
TX1479,ORD1479,P1801,3,170.67,Yes,20.06,21.85,172.46,Not Returned,
TX1480,ORD1480,P1112,1,13.98,Yes,2.74,22.48,33.72,Not Returned,
TX1480,ORD1480,P1521,1,221.03,Yes,25.11,12.94,208.86,Returned,2025-04-07 14:52:59
TX1481,ORD1481,P1878,3,193.8,Yes,34.91,11.48,170.37,Not Returned,
TX1481,ORD1481,P1228,2,72.46,Yes,11.13,19.65,80.98,Not Returned,
TX1481,ORD1481,P1000,1,34.42,No,0.0,21.23,55.65,Not Returned,
TX1482,ORD1482,P1792,3,194.55,No,0.0,3.74,198.29,Not Returned,
TX1482,ORD1482,P1439,3,221.97,Yes,58.87,22.24,185.34,Not Returned,
TX1483,ORD1483,P1915,3,430.98,No,0.0,9.18,440.16,Not Returned,
TX1484,ORD1484,P1460,2,34.5,Yes,8.8,19.81,45.51,Not Returned,
TX1485,ORD1485,P1113,3,268.8,Yes,43.8,19.63,244.63,Not Returned,
TX1485,ORD1485,P1915,2,287.32,No,0.0,9.34,296.66,Not Returned,
TX1485,ORD1485,P1982,1,3.09,Yes,0.85,10.3,12.54,Not Returned,
TX1486,ORD1486,P1914,2,20.78,No,0.0,10.05,30.83,Returned,2025-04-11 00:12:28
TX1487,ORD1487,P1571,2,58.84,No,0.0,6.81,65.65,Not Returned,
TX1487,ORD1487,P1874,3,234.03,No,0.0,18.71,252.74,Not Returned,
TX1487,ORD1487,P1680,2,7.8,Yes,1.94,20.29,26.15,Not Returned,
TX1488,ORD1488,P1478,1,13.98,Yes,2.94,16.35,27.39,Not Returned,
TX1488,ORD1488,P1496,2,348.22,Yes,37.51,14.76,325.47,Not Returned,
TX1489,ORD1489,P1076,2,19.24,No,0.0,13.77,33.01,Not Returned,
TX1489,ORD1489,P1971,2,195.06,No,0.0,16.49,211.55,Not Returned,
TX1489,ORD1489,P1928,2,18.32,Yes,4.2,17.16,31.28,Not Returned,
TX1490,ORD1490,P1745,3,351.03,Yes,46.14,9.16,314.05,Not Returned,
TX1490,ORD1490,P1791,1,462.21,Yes,107.72,5.28,359.77,Not Returned,
TX1490,ORD1490,P1639,1,14.55,Yes,2.8,9.34,21.09,Not Returned,
TX1491,ORD1491,P1604,1,27.67,Yes,5.28,14.92,37.31,Not Returned,
TX1491,ORD1491,P1982,3,9.27,Yes,2.51,6.77,13.53,Not Returned,
TX1491,ORD1491,P1990,2,743.32,Yes,207.48,21.53,557.37,Returned,2025-04-24 09:12:42
TX1492,ORD1492,P1396,3,119.97,No,0.0,12.99,132.96,Not Returned,
TX1492,ORD1492,P1243,3,82.95,Yes,14.24,17.03,85.74,Returned,2025-04-07 00:53:52
TX1493,ORD1493,P1947,1,12.07,No,0.0,18.83,30.9,Not Returned,
TX1494,ORD1494,P1098,3,238.05,No,0.0,2.93,240.98,Not Returned,
TX1495,ORD1495,P1204,3,506.76,Yes,64.69,8.06,450.13,Not Returned,
TX1496,ORD1496,P1714,1,71.07,Yes,11.76,21.39,80.7,Not Returned,
TX1496,ORD1496,P1241,1,160.94,No,0.0,21.35,182.29,Returned,2025-05-10 19:59:07
TX1496,ORD1496,P1945,1,6.95,No,0.0,15.18,22.13,Not Returned,
TX1497,ORD1497,P1606,3,373.68,No,0.0,8.88,382.56,Not Returned,
TX1498,ORD1498,P1249,3,1487.28,Yes,206.62,10.17,1290.83,Returned,2025-05-23 00:27:38
TX1498,ORD1498,P1016,3,527.49,Yes,139.44,8.49,396.54,Not Returned,
TX1498,ORD1498,P1706,3,1209.57,Yes,275.54,14.62,948.65,Not Returned,
TX1499,ORD1499,P1247,2,126.96,No,0.0,11.93,138.89,Not Returned,
TX1500,ORD1500,P1803,2,270.42,No,0.0,4.84,275.26,Not Returned,
TX1500,ORD1500,P1583,2,240.88,Yes,66.79,8.2,182.29,Not Returned,
TX1500,ORD1500,P1890,3,536.1,No,0.0,11.34,547.44,Not Returned,
TX1501,ORD1501,P1431,2,59.12,Yes,13.2,7.47,53.39,Not Returned,
TX1501,ORD1501,P1776,2,66.0,No,0.0,5.39,71.39,Returned,2025-05-04 13:08:29
TX1502,ORD1502,P1711,1,46.96,Yes,5.8,1.01,42.17,Not Returned,
TX1503,ORD1503,P1786,1,23.3,Yes,5.83,19.67,37.14,Not Returned,
TX1504,ORD1504,P1605,1,72.3,Yes,10.82,22.57,84.05,Not Returned,
TX1504,ORD1504,P1576,3,104.34,Yes,27.94,0.6,77.0,Not Returned,
TX1505,ORD1505,P1956,1,44.81,No,0.0,0.86,45.67,Not Returned,
TX1506,ORD1506,P1688,3,86.31,Yes,19.16,22.18,89.33,Not Returned,
TX1506,ORD1506,P1675,1,111.46,Yes,24.99,8.73,95.2,Not Returned,
TX1507,ORD1507,P1754,2,375.6,No,0.0,6.44,382.04,Not Returned,
TX1508,ORD1508,P1529,3,1302.51,No,0.0,22.24,1324.75,Not Returned,
TX1508,ORD1508,P1687,3,285.33,No,0.0,12.89,298.22,Not Returned,
TX1509,ORD1509,P1339,1,194.18,No,0.0,6.57,200.75,Not Returned,
TX1509,ORD1509,P1953,1,25.04,No,0.0,2.43,27.47,Not Returned,
TX1510,ORD1510,P1715,3,113.49,Yes,21.83,20.67,112.33,Not Returned,
TX1510,ORD1510,P1474,2,102.86,Yes,15.32,18.09,105.63,Not Returned,
TX1510,ORD1510,P1771,1,127.87,No,0.0,18.12,145.99,Returned,2025-05-04 05:46:02
TX1511,ORD1511,P1872,3,31.44,Yes,9.01,12.86,35.29,Not Returned,
TX1511,ORD1511,P1896,2,48.84,No,0.0,8.34,57.18,Not Returned,
TX1511,ORD1511,P1069,2,131.86,Yes,26.77,17.41,122.5,Not Returned,
TX1512,ORD1512,P1241,2,321.88,No,0.0,20.55,342.43,Not Returned,
TX1513,ORD1513,P1613,3,258.12,Yes,54.03,0.65,204.74,Not Returned,
TX1513,ORD1513,P1471,2,194.8,No,0.0,6.01,200.81,Not Returned,
TX1513,ORD1513,P1498,1,15.86,No,0.0,2.9,18.76,Not Returned,
TX1514,ORD1514,P1343,1,16.0,Yes,3.54,24.91,37.37,Not Returned,
TX1514,ORD1514,P1836,1,276.96,No,0.0,21.22,298.18,Not Returned,
TX1515,ORD1515,P1496,2,348.22,Yes,64.32,19.09,302.99,Not Returned,
TX1515,ORD1515,P1175,1,109.57,Yes,21.32,5.54,93.79,Not Returned,
TX1515,ORD1515,P1437,2,232.44,No,0.0,22.49,254.93,Not Returned,
TX1516,ORD1516,P1452,1,297.85,Yes,54.61,0.32,243.56,Not Returned,
TX1516,ORD1516,P1978,1,63.43,Yes,12.81,16.78,67.4,Not Returned,
TX1517,ORD1517,P1912,3,229.74,Yes,51.0,23.99,202.73,Not Returned,
TX1518,ORD1518,P1504,2,44.56,No,0.0,10.35,54.91,Returned,2025-05-29 18:24:13
TX1518,ORD1518,P1260,2,239.44,No,0.0,12.87,252.31,Returned,2025-05-28 18:24:13
TX1519,ORD1519,P1005,1,55.05,Yes,8.34,20.06,66.77,Returned,2025-04-09 14:55:07
TX1519,ORD1519,P1365,3,352.77,Yes,102.85,10.74,260.66,Not Returned,
TX1520,ORD1520,P1196,3,214.98,No,0.0,10.1,225.08,Not Returned,
TX1521,ORD1521,P1601,3,107.52,No,0.0,6.16,113.68,Not Returned,
TX1521,ORD1521,P1634,2,219.36,Yes,48.51,19.01,189.86,Not Returned,
TX1522,ORD1522,P1859,3,123.42,Yes,15.36,4.42,112.48,Not Returned,
TX1522,ORD1522,P1467,2,259.8,Yes,61.21,11.15,209.74,Not Returned,
TX1523,ORD1523,P1275,3,193.68,No,0.0,18.98,212.66,Not Returned,
TX1523,ORD1523,P1331,1,156.68,Yes,15.99,5.61,146.3,Not Returned,
TX1524,ORD1524,P1723,2,133.66,No,0.0,6.1,139.76,Returned,2025-05-16 08:53:19
TX1525,ORD1525,P1409,3,188.25,Yes,46.1,4.33,146.48,Not Returned,
TX1525,ORD1525,P1184,2,92.06,No,0.0,17.25,109.31,Not Returned,
TX1525,ORD1525,P1136,1,50.46,Yes,6.16,6.26,50.56,Not Returned,
TX1526,ORD1526,P1450,1,73.65,No,0.0,0.94,74.59,Not Returned,
TX1526,ORD1526,P1833,3,22.53,Yes,5.58,12.72,29.67,Not Returned,
TX1527,ORD1527,P1859,3,123.42,No,0.0,20.36,143.78,Returned,2025-05-01 04:18:48
TX1527,ORD1527,P1399,3,195.51,Yes,53.48,4.98,147.01,Not Returned,
TX1527,ORD1527,P1172,1,92.1,Yes,11.3,22.55,103.35,Not Returned,
TX1528,ORD1528,P1792,2,129.7,Yes,37.37,24.57,116.9,Returned,2025-04-23 20:16:56
TX1528,ORD1528,P1547,1,30.56,Yes,9.01,4.72,26.27,Not Returned,
TX1529,ORD1529,P1075,3,129.6,Yes,15.49,12.56,126.67,Not Returned,
TX1529,ORD1529,P1170,3,135.75,No,0.0,19.56,155.31,Not Returned,
TX1529,ORD1529,P1564,2,234.12,No,0.0,8.7,242.82,Not Returned,
TX1530,ORD1530,P1061,2,69.04,No,0.0,6.08,75.12,Not Returned,
TX1530,ORD1530,P1881,2,815.58,No,0.0,18.47,834.05,Not Returned,
TX1530,ORD1530,P1977,3,184.14,Yes,40.94,24.74,167.94,Not Returned,
TX1531,ORD1531,P1536,1,82.51,Yes,18.23,17.36,81.64,Returned,2025-05-16 08:46:32
TX1531,ORD1531,P1781,1,51.65,No,0.0,10.29,61.94,Returned,2025-05-14 08:46:32
TX1531,ORD1531,P1097,3,307.35,No,0.0,15.03,322.38,Not Returned,
TX1532,ORD1532,P1394,2,970.34,Yes,263.35,20.05,727.04,Returned,2025-05-27 03:36:37
TX1532,ORD1532,P1353,1,57.31,No,0.0,6.88,64.19,Not Returned,
TX1532,ORD1532,P1157,1,63.41,No,0.0,3.73,67.14,Not Returned,
TX1533,ORD1533,P1583,3,361.32,No,0.0,23.93,385.25,Not Returned,
TX1533,ORD1533,P1357,2,41.04,No,0.0,21.61,62.65,Not Returned,
TX1534,ORD1534,P1530,3,234.36,Yes,65.03,2.12,171.45,Returned,2025-04-29 18:37:32
TX1535,ORD1535,P1884,2,175.74,No,0.0,14.81,190.55,Not Returned,
TX1535,ORD1535,P1951,1,31.78,No,0.0,3.09,34.87,Returned,2025-04-14 14:14:35
TX1536,ORD1536,P1092,3,92.28,No,0.0,1.32,93.6,Not Returned,
TX1537,ORD1537,P1429,3,92.22,Yes,25.51,10.32,77.03,Not Returned,
TX1537,ORD1537,P1829,3,77.76,No,0.0,20.3,98.06,Not Returned,
TX1537,ORD1537,P1586,1,196.07,Yes,21.61,20.93,195.39,Not Returned,
TX1538,ORD1538,P1655,1,55.4,Yes,10.48,22.19,67.11,Not Returned,
TX1538,ORD1538,P1663,3,71.31,No,0.0,19.99,91.3,Not Returned,
TX1539,ORD1539,P1170,3,135.75,Yes,13.65,7.52,129.62,Not Returned,
TX1540,ORD1540,P1194,1,366.75,No,0.0,1.93,368.68,Not Returned,
TX1540,ORD1540,P1379,2,10.2,No,0.0,21.71,31.91,Not Returned,
TX1540,ORD1540,P1990,1,371.66,Yes,110.35,1.91,263.22,Returned,2025-04-10 02:33:22
TX1541,ORD1541,P1819,2,912.8,Yes,119.72,18.11,811.19,Not Returned,
TX1541,ORD1541,P1837,2,7.58,No,0.0,11.11,18.69,Not Returned,
TX1542,ORD1542,P1086,1,88.85,No,0.0,5.03,93.88,Not Returned,
TX1542,ORD1542,P1826,3,210.45,No,0.0,24.16,234.61,Not Returned,
TX1543,ORD1543,P1702,1,15.38,No,0.0,2.47,17.85,Not Returned,
TX1543,ORD1543,P1046,1,18.92,No,0.0,1.12,20.04,Not Returned,
TX1544,ORD1544,P1143,2,159.4,No,0.0,3.61,163.01,Returned,2025-03-14 03:12:36
TX1544,ORD1544,P1261,1,300.17,Yes,78.03,18.96,241.1,Not Returned,
TX1545,ORD1545,P1288,3,990.09,No,0.0,22.8,1012.89,Returned,2025-05-05 12:02:09
TX1546,ORD1546,P1035,2,125.88,No,0.0,0.18,126.06,Not Returned,
TX1546,ORD1546,P1604,2,55.34,Yes,10.49,18.0,62.85,Not Returned,
TX1547,ORD1547,P1314,3,360.33,Yes,81.62,7.75,286.46,Not Returned,
TX1547,ORD1547,P1713,1,3.92,Yes,0.52,3.58,6.98,Not Returned,
TX1548,ORD1548,P1626,1,11.95,Yes,2.54,0.49,9.9,Not Returned,
TX1548,ORD1548,P1079,2,347.6,No,0.0,15.51,363.11,Returned,2025-03-28 13:40:02
TX1548,ORD1548,P1561,2,4.06,No,0.0,18.0,22.06,Returned,2025-03-28 13:40:02
TX1549,ORD1549,P1348,2,253.18,No,0.0,24.43,277.61,Returned,2025-04-23 03:44:21
TX1549,ORD1549,P1269,3,74.61,Yes,18.13,6.43,62.91,Not Returned,
TX1550,ORD1550,P1766,1,19.92,Yes,5.66,17.98,32.24,Not Returned,
TX1551,ORD1551,P1488,1,98.88,Yes,27.6,11.83,83.11,Not Returned,
TX1551,ORD1551,P1014,2,128.6,No,0.0,18.54,147.14,Not Returned,
TX1551,ORD1551,P1548,3,45.99,Yes,6.49,24.08,63.58,Not Returned,
TX1552,ORD1552,P1082,2,70.36,No,0.0,16.57,86.93,Not Returned,
TX1552,ORD1552,P1084,1,27.74,Yes,2.94,7.99,32.79,Not Returned,
TX1553,ORD1553,P1595,2,956.86,Yes,194.1,20.06,782.82,Not Returned,
TX1553,ORD1553,P1967,2,351.16,Yes,67.39,8.32,292.09,Not Returned,
TX1554,ORD1554,P1688,3,86.31,No,0.0,11.84,98.15,Not Returned,
TX1555,ORD1555,P1631,1,82.63,No,0.0,4.85,87.48,Not Returned,
TX1555,ORD1555,P1911,1,31.4,No,0.0,15.1,46.5,Not Returned,
TX1556,ORD1556,P1106,1,84.66,No,0.0,15.34,100.0,Not Returned,
TX1557,ORD1557,P1012,1,35.91,Yes,9.13,7.38,34.16,Not Returned,
TX1557,ORD1557,P1461,3,387.63,No,0.0,16.27,403.9,Not Returned,
TX1558,ORD1558,P1455,2,66.66,No,0.0,20.43,87.09,Not Returned,
TX1559,ORD1559,P1754,3,563.4,Yes,105.66,7.15,464.89,Not Returned,
TX1560,ORD1560,P1713,2,7.84,Yes,1.54,1.74,8.04,Not Returned,
TX1560,ORD1560,P1080,1,44.91,No,0.0,18.83,63.74,Not Returned,
TX1560,ORD1560,P1537,3,128.28,No,0.0,2.78,131.06,Not Returned,
TX1561,ORD1561,P1114,3,447.42,No,0.0,13.01,460.43,Not Returned,
TX1561,ORD1561,P1036,1,72.41,Yes,17.13,12.2,67.48,Not Returned,
TX1561,ORD1561,P1503,3,570.24,No,0.0,14.77,585.01,Returned,2025-05-19 14:10:46
TX1562,ORD1562,P1467,3,389.7,Yes,86.55,19.36,322.51,Not Returned,
TX1562,ORD1562,P1162,2,179.38,Yes,33.66,10.53,156.25,Not Returned,
TX1563,ORD1563,P1827,3,55.32,No,0.0,10.57,65.89,Not Returned,
TX1563,ORD1563,P1211,1,14.27,Yes,3.8,7.46,17.93,Returned,2025-05-01 03:33:28
TX1563,ORD1563,P1286,3,58.98,No,0.0,22.54,81.52,Returned,2025-05-01 03:33:28
TX1564,ORD1564,P1322,1,162.86,Yes,45.36,11.85,129.35,Not Returned,
TX1565,ORD1565,P1298,1,128.59,Yes,33.71,15.22,110.1,Not Returned,
TX1565,ORD1565,P1527,1,61.78,Yes,16.88,5.38,50.28,Returned,2025-04-19 18:10:07
TX1566,ORD1566,P1004,2,40.32,No,0.0,11.62,51.94,Not Returned,
TX1566,ORD1566,P1410,3,98.07,No,0.0,11.41,109.48,Not Returned,
TX1567,ORD1567,P1653,2,44.54,Yes,10.63,23.81,57.72,Not Returned,
TX1567,ORD1567,P1578,2,102.8,Yes,16.32,10.94,97.42,Not Returned,
TX1568,ORD1568,P1047,1,331.81,Yes,49.65,5.8,287.96,Not Returned,
TX1568,ORD1568,P1025,2,99.3,No,0.0,22.01,121.31,Not Returned,
TX1568,ORD1568,P1055,3,392.97,No,0.0,11.33,404.3,Not Returned,
TX1569,ORD1569,P1134,2,46.34,Yes,4.89,13.05,54.5,Not Returned,
TX1570,ORD1570,P1957,3,155.22,Yes,39.33,16.72,132.61,Not Returned,
TX1571,ORD1571,P1986,1,4.53,Yes,0.66,17.21,21.08,Not Returned,
TX1571,ORD1571,P1532,1,451.25,Yes,97.71,21.55,375.09,Not Returned,
TX1571,ORD1571,P1405,1,88.56,Yes,17.15,17.21,88.62,Returned,2025-04-14 23:30:49
TX1572,ORD1572,P1674,3,359.04,Yes,40.74,22.37,340.67,Not Returned,
TX1572,ORD1572,P1805,3,31.53,No,0.0,10.84,42.37,Not Returned,
TX1572,ORD1572,P1742,2,220.88,No,0.0,18.32,239.2,Not Returned,
TX1573,ORD1573,P1149,2,76.52,Yes,20.92,5.83,61.43,Not Returned,
TX1573,ORD1573,P1955,2,176.88,No,0.0,9.04,185.92,Not Returned,
TX1573,ORD1573,P1015,1,43.08,No,0.0,12.17,55.25,Not Returned,
TX1574,ORD1574,P1780,2,29.1,No,0.0,11.29,40.39,Not Returned,
TX1575,ORD1575,P1285,3,34.17,No,0.0,11.35,45.52,Not Returned,
TX1575,ORD1575,P1827,1,18.44,Yes,3.07,24.19,39.56,Not Returned,
TX1576,ORD1576,P1722,1,64.13,Yes,9.87,12.03,66.29,Not Returned,
TX1577,ORD1577,P1937,2,628.72,No,0.0,10.0,638.72,Not Returned,
TX1578,ORD1578,P1632,3,233.67,No,0.0,23.37,257.04,Not Returned,
TX1578,ORD1578,P1050,3,509.1,No,0.0,15.12,524.22,Not Returned,
TX1579,ORD1579,P1723,3,200.49,No,0.0,8.23,208.72,Not Returned,
TX1580,ORD1580,P1332,3,1491.69,No,0.0,24.26,1515.95,Not Returned,
TX1581,ORD1581,P1447,1,434.81,No,0.0,17.86,452.67,Not Returned,
TX1581,ORD1581,P1160,1,4.18,Yes,1.04,23.6,26.74,Not Returned,
TX1581,ORD1581,P1527,1,61.78,Yes,8.74,10.55,63.59,Returned,2025-05-30 21:49:29
TX1582,ORD1582,P1600,3,147.69,Yes,41.28,17.27,123.68,Returned,2025-06-03 11:19:19
TX1582,ORD1582,P1470,1,30.86,Yes,3.31,19.9,47.45,Returned,2025-05-31 11:19:19
TX1582,ORD1582,P1298,3,385.77,No,0.0,11.61,397.38,Not Returned,
TX1583,ORD1583,P1960,2,122.56,No,0.0,9.21,131.77,Not Returned,
TX1584,ORD1584,P1467,3,389.7,Yes,60.39,0.16,329.47,Not Returned,
TX1584,ORD1584,P1851,3,92.28,No,0.0,22.77,115.05,Not Returned,
TX1585,ORD1585,P1877,2,513.12,No,0.0,22.84,535.96,Not Returned,
TX1586,ORD1586,P1795,3,114.96,No,0.0,16.61,131.57,Not Returned,
TX1587,ORD1587,P1991,3,424.89,Yes,105.8,4.7,323.79,Not Returned,
TX1587,ORD1587,P1282,2,281.8,No,0.0,18.15,299.95,Not Returned,
TX1587,ORD1587,P1145,3,97.08,No,0.0,15.97,113.05,Not Returned,
TX1588,ORD1588,P1999,2,28.92,No,0.0,16.76,45.68,Returned,2025-04-07 14:16:07
TX1589,ORD1589,P1046,3,56.76,No,0.0,9.85,66.61,Not Returned,
TX1589,ORD1589,P1246,2,221.82,Yes,49.21,18.39,191.0,Not Returned,
TX1589,ORD1589,P1922,1,36.37,No,0.0,10.83,47.2,Not Returned,
TX1590,ORD1590,P1525,1,21.66,Yes,6.28,1.35,16.73,Not Returned,
TX1590,ORD1590,P1423,3,153.42,Yes,25.71,16.61,144.32,Not Returned,
TX1591,ORD1591,P1335,1,44.84,Yes,8.83,9.41,45.42,Not Returned,
TX1591,ORD1591,P1982,3,9.27,Yes,1.52,4.24,11.99,Not Returned,
TX1591,ORD1591,P1658,1,479.09,No,0.0,21.09,500.18,Not Returned,
TX1592,ORD1592,P1259,2,125.42,No,0.0,12.54,137.96,Not Returned,
TX1592,ORD1592,P1491,3,584.19,No,0.0,9.75,593.94,Not Returned,
TX1593,ORD1593,P1527,2,123.56,No,0.0,14.08,137.64,Not Returned,
TX1593,ORD1593,P1874,3,234.03,Yes,32.51,18.6,220.12,Not Returned,
TX1593,ORD1593,P1454,1,468.55,No,0.0,3.44,471.99,Not Returned,
TX1594,ORD1594,P1661,3,80.25,Yes,9.26,13.16,84.15,Not Returned,
TX1595,ORD1595,P1124,3,24.24,No,0.0,2.6,26.84,Not Returned,
TX1595,ORD1595,P1594,1,65.81,No,0.0,24.64,90.45,Not Returned,
TX1596,ORD1596,P1970,2,133.9,No,0.0,18.92,152.82,Not Returned,
TX1596,ORD1596,P1426,2,287.48,Yes,41.36,7.0,253.12,Not Returned,
TX1596,ORD1596,P1609,2,51.08,Yes,6.61,14.09,58.56,Not Returned,
TX1597,ORD1597,P1199,3,134.01,Yes,17.85,6.01,122.17,Not Returned,
TX1597,ORD1597,P1419,2,153.28,No,0.0,22.25,175.53,Not Returned,
TX1597,ORD1597,P1064,3,352.02,No,0.0,9.7,361.72,Not Returned,
TX1598,ORD1598,P1715,3,113.49,Yes,17.65,21.74,117.58,Returned,2025-04-18 07:00:46
TX1598,ORD1598,P1056,2,432.98,No,0.0,3.85,436.83,Not Returned,
TX1599,ORD1599,P1154,1,60.49,No,0.0,21.35,81.84,Not Returned,
TX1600,ORD1600,P1536,1,82.51,Yes,23.8,20.63,79.34,Not Returned,
TX1601,ORD1601,P1409,1,62.75,No,0.0,1.22,63.97,Not Returned,
TX1601,ORD1601,P1429,2,61.48,Yes,8.79,11.42,64.11,Returned,2025-03-24 18:37:50
TX1601,ORD1601,P1190,2,88.28,No,0.0,0.06,88.34,Not Returned,
TX1602,ORD1602,P1445,3,441.03,No,0.0,10.02,451.05,Not Returned,
TX1602,ORD1602,P1634,1,109.68,Yes,28.05,16.34,97.97,Not Returned,
TX1603,ORD1603,P1056,1,216.49,Yes,39.38,17.32,194.43,Not Returned,
TX1604,ORD1604,P1165,2,33.62,Yes,4.39,13.92,43.15,Returned,2025-03-20 11:16:17
TX1605,ORD1605,P1809,2,413.0,Yes,104.69,21.07,329.38,Not Returned,
TX1606,ORD1606,P1935,1,86.05,Yes,11.25,16.11,90.91,Not Returned,
TX1606,ORD1606,P1400,1,10.03,Yes,2.13,17.26,25.16,Not Returned,
TX1607,ORD1607,P1164,1,22.92,Yes,2.49,0.27,20.7,Not Returned,
TX1608,ORD1608,P1203,1,25.85,No,0.0,13.16,39.01,Not Returned,
TX1608,ORD1608,P1245,3,217.05,Yes,21.99,13.4,208.46,Not Returned,
TX1608,ORD1608,P1571,1,29.42,Yes,8.79,14.0,34.63,Not Returned,
TX1609,ORD1609,P1744,1,349.99,No,0.0,23.08,373.07,Not Returned,
TX1609,ORD1609,P1933,1,21.23,Yes,3.43,6.38,24.18,Returned,2025-04-01 23:10:04
TX1610,ORD1610,P1382,3,155.67,No,0.0,18.3,173.97,Not Returned,
TX1611,ORD1611,P1883,2,77.62,Yes,21.38,17.81,74.05,Not Returned,
TX1611,ORD1611,P1842,2,128.14,Yes,34.46,11.08,104.76,Not Returned,
TX1611,ORD1611,P1209,3,1118.19,No,0.0,20.99,1139.18,Not Returned,
TX1612,ORD1612,P1034,3,383.85,No,0.0,10.1,393.95,Not Returned,
TX1612,ORD1612,P1266,2,37.8,No,0.0,18.8,56.6,Returned,2025-03-19 21:04:57
TX1613,ORD1613,P1586,3,588.21,No,0.0,15.93,604.14,Not Returned,
TX1613,ORD1613,P1256,3,64.14,Yes,11.59,11.53,64.08,Not Returned,
TX1614,ORD1614,P1971,3,292.59,No,0.0,3.05,295.64,Not Returned,
TX1614,ORD1614,P1362,2,154.12,Yes,44.74,15.5,124.88,Not Returned,
TX1614,ORD1614,P1232,3,186.6,No,0.0,17.19,203.79,Not Returned,
TX1615,ORD1615,P1535,3,93.75,No,0.0,14.91,108.66,Not Returned,
TX1616,ORD1616,P1517,1,90.11,No,0.0,5.08,95.19,Not Returned,
TX1617,ORD1617,P1605,2,144.6,No,0.0,21.29,165.89,Not Returned,
TX1617,ORD1617,P1026,1,74.02,No,0.0,17.45,91.47,Returned,2025-04-07 17:56:53
TX1617,ORD1617,P1604,1,27.67,No,0.0,14.55,42.22,Returned,2025-04-03 17:56:53
TX1618,ORD1618,P1002,1,43.82,Yes,9.55,9.94,44.21,Returned,2025-05-03 12:38:17
TX1618,ORD1618,P1980,1,179.75,Yes,41.88,12.81,150.68,Not Returned,
TX1619,ORD1619,P1476,3,529.11,Yes,57.11,21.25,493.25,Returned,2025-04-01 19:28:58
TX1619,ORD1619,P1819,2,912.8,No,0.0,1.78,914.58,Not Returned,
TX1619,ORD1619,P1167,3,25.74,Yes,3.94,4.18,25.98,Not Returned,
TX1620,ORD1620,P1293,2,209.48,No,0.0,6.64,216.12,Returned,2025-06-03 22:25:44
TX1620,ORD1620,P1527,2,123.56,No,0.0,17.08,140.64,Not Returned,
TX1621,ORD1621,P1703,2,44.08,Yes,11.68,7.03,39.43,Not Returned,
TX1621,ORD1621,P1944,1,3.86,Yes,0.58,8.85,12.13,Not Returned,
TX1621,ORD1621,P1400,2,20.06,No,0.0,19.59,39.65,Not Returned,
TX1622,ORD1622,P1036,3,217.23,Yes,26.7,17.22,207.75,Returned,2025-05-21 12:18:38
TX1622,ORD1622,P1175,1,109.57,Yes,29.97,4.09,83.69,Not Returned,
TX1622,ORD1622,P1153,1,347.53,No,0.0,9.87,357.4,Not Returned,
TX1623,ORD1623,P1770,1,144.1,No,0.0,15.7,159.8,Returned,2025-03-21 21:26:36
TX1623,ORD1623,P1103,3,964.77,No,0.0,6.65,971.42,Not Returned,
TX1624,ORD1624,P1709,1,126.47,Yes,23.2,21.02,124.29,Not Returned,
TX1624,ORD1624,P1170,3,135.75,No,0.0,24.27,160.02,Not Returned,
TX1624,ORD1624,P1839,2,125.42,No,0.0,4.8,130.22,Not Returned,
TX1625,ORD1625,P1530,1,78.12,Yes,21.93,4.29,60.48,Not Returned,
TX1625,ORD1625,P1339,1,194.18,No,0.0,12.52,206.7,Not Returned,
TX1626,ORD1626,P1866,2,323.2,No,0.0,5.91,329.11,Not Returned,
TX1627,ORD1627,P1839,1,62.71,Yes,13.38,23.86,73.19,Not Returned,
TX1627,ORD1627,P1802,2,55.26,No,0.0,4.47,59.73,Returned,2025-04-09 14:05:40
TX1627,ORD1627,P1191,3,35.28,No,0.0,1.27,36.55,Not Returned,
TX1628,ORD1628,P1067,2,93.1,No,0.0,7.08,100.18,Not Returned,
TX1629,ORD1629,P1661,3,80.25,Yes,14.06,14.44,80.63,Not Returned,
TX1629,ORD1629,P1940,3,222.99,No,0.0,6.77,229.76,Not Returned,
TX1629,ORD1629,P1870,1,85.16,Yes,18.43,11.05,77.78,Not Returned,
TX1630,ORD1630,P1412,1,204.45,No,0.0,1.68,206.13,Not Returned,
