campaign_id,channel,touchpoint_type,touch_date,campaign_medium,utm_source,utm_campaign,touchpoint_status,conversion_flag,time_to_conversion,creative_id,segment_id,frequency,reach,click_through_rate,cost_per_click,landing_page_url
CAM1001,search,text,2025-04-06 19:40:56,cpv,facebook,utm_227,seen,0,,CR924,S871,5,3843,0.137,3.73,https://www.smith-nguyen.org/
CAM1003,social,popup,2025-03-26 13:35:21,cpm,mailchimp,utm_517,clicked,0,,CR293,S373,1,3075,0.017,0.9,http://riggs.net/
CAM1001,display,text,2025-04-15 16:55:42,cpm,facebook,utm_160,seen,0,,CR343,S450,1,3113,0.012,2.82,https://www.heath-owen.com/
CAM1000,search,popup,2025-03-14 16:14:13,cpv,facebook,utm_516,converted,1,1.0,CR144,S507,4,3980,0.103,2.44,http://garrison.com/
CAM1000,display,video,2025-03-29 23:27:28,cpv,linkedin,utm_915,seen,0,,CR874,S688,2,8767,0.093,2.99,http://ward.info/
CAM1000,social,text,2025-03-13 03:14:46,cpc,google,utm_415,converted,1,22.0,CR226,S194,5,3704,0.136,0.58,http://www.martinez.com/
CAM1004,social,text,2025-04-14 21:20:19,cpm,mailchimp,utm_704,clicked,0,,CR971,S445,1,2901,0.012,3.13,https://www.mendez-baker.com/
CAM1005,display,banner,2025-05-19 11:35:10,cpm,linkedin,utm_304,seen,0,,CR924,S374,1,6173,0.022,2.42,https://thompson.info/
CAM1002,search,popup,2025-04-18 14:12:23,cpv,google,utm_376,clicked,0,,CR180,S961,3,1030,0.164,1.81,https://garcia-cooper.info/
CAM1005,email,banner,2025-03-31 00:04:12,cpv,linkedin,utm_111,clicked,0,,CR784,S358,4,1393,0.152,2.47,http://murphy.org/
CAM1006,search,banner,2025-05-04 14:00:29,cpv,mailchimp,utm_258,clicked,0,,CR806,S311,3,2253,0.137,0.97,https://www.valencia.com/
CAM1005,display,video,2025-04-06 04:52:18,cpc,google,utm_899,converted,1,29.0,CR620,S991,3,5438,0.132,3.95,https://www.brady.info/
CAM1007,display,popup,2025-05-12 12:15:25,cpv,google,utm_245,converted,1,13.0,CR334,S112,5,1514,0.13,1.93,https://reilly-davis.biz/
CAM1000,search,popup,2025-04-09 01:46:51,cpc,google,utm_130,seen,0,,CR372,S931,1,8228,0.199,0.23,http://www.ayala.com/
CAM1002,search,text,2025-04-09 20:38:17,cpm,linkedin,utm_183,seen,0,,CR908,S833,5,3075,0.174,3.04,http://www.harmon.com/
CAM1003,email,popup,2025-04-13 02:41:14,cpm,google,utm_468,seen,0,,CR726,S593,3,9099,0.098,2.08,http://marshall.biz/
CAM1004,social,text,2025-05-18 08:07:43,cpv,google,utm_966,seen,0,,CR548,S412,2,3076,0.188,4.71,https://www.blair-vasquez.org/
CAM1003,email,banner,2025-04-17 11:46:41,cpc,mailchimp,utm_568,seen,0,,CR692,S195,3,3226,0.063,0.11,http://hawkins.com/
CAM1002,display,text,2025-04-25 12:38:12,cpm,google,utm_927,converted,1,7.0,CR527,S179,5,1865,0.022,0.52,https://www.marquez.biz/
CAM1001,social,text,2025-03-04 14:24:06,cpc,facebook,utm_943,clicked,0,,CR294,S276,4,5252,0.05,2.55,http://lee.com/
CAM1000,display,video,2025-03-02 20:57:38,cpv,linkedin,utm_961,converted,1,18.0,CR657,S237,2,6870,0.197,0.81,http://gilbert-johnson.com/
CAM1001,display,text,2025-05-13 14:13:04,cpm,mailchimp,utm_799,seen,0,,CR850,S898,2,6125,0.028,2.16,http://johnson.com/
CAM1000,email,banner,2025-04-25 18:58:15,cpm,google,utm_352,seen,0,,CR799,S437,1,7153,0.064,0.92,http://reynolds.com/
CAM1000,social,text,2025-03-31 11:14:39,cpm,mailchimp,utm_671,clicked,0,,CR778,S146,1,4973,0.195,0.7,http://moore.com/
CAM1001,search,popup,2025-05-04 12:35:21,cpc,linkedin,utm_431,seen,0,,CR863,S331,5,3318,0.126,0.66,https://rhodes-gomez.com/
CAM1005,social,text,2025-05-16 18:12:02,cpc,facebook,utm_673,clicked,0,,CR454,S597,1,3265,0.037,2.71,https://richardson.com/
CAM1004,search,banner,2025-05-08 06:38:48,cpc,google,utm_690,seen,0,,CR627,S508,5,6748,0.09,2.03,https://www.brown-anderson.net/
CAM1001,social,text,2025-04-22 06:24:06,cpm,mailchimp,utm_950,converted,1,12.0,CR250,S982,3,6825,0.129,4.89,http://rasmussen.com/
CAM1003,email,popup,2025-05-19 15:22:27,cpv,linkedin,utm_297,converted,1,4.0,CR246,S534,5,3680,0.133,3.55,http://www.smith.info/
CAM1003,social,popup,2025-05-28 10:15:39,cpv,mailchimp,utm_989,clicked,0,,CR340,S954,3,9540,0.171,4.73,https://www.reid-cantrell.com/
CAM1004,search,banner,2025-04-11 23:07:47,cpc,google,utm_949,seen,0,,CR723,S322,3,9915,0.104,0.91,https://www.castillo-ingram.org/
CAM1000,social,banner,2025-04-10 04:47:52,cpv,google,utm_732,converted,1,18.0,CR892,S798,1,6778,0.044,3.4,https://www.adams.com/
CAM1003,email,popup,2025-05-04 11:40:55,cpm,facebook,utm_413,seen,0,,CR877,S520,1,2202,0.136,2.52,http://le.biz/
CAM1000,display,popup,2025-05-21 21:27:10,cpv,google,utm_140,seen,0,,CR685,S613,3,7200,0.019,0.11,https://www.holloway-palmer.com/
CAM1003,social,video,2025-03-18 14:52:00,cpm,google,utm_426,converted,1,41.0,CR317,S249,2,5456,0.113,4.75,https://www.ruiz.com/
CAM1003,social,banner,2025-03-14 17:41:47,cpv,linkedin,utm_405,clicked,0,,CR821,S649,5,5269,0.016,2.45,https://garcia.com/
CAM1001,email,popup,2025-05-17 08:35:39,cpv,linkedin,utm_615,seen,0,,CR871,S993,3,3890,0.045,3.93,http://www.sims-jackson.com/
CAM1007,social,popup,2025-05-18 04:01:41,cpc,facebook,utm_913,converted,1,26.0,CR783,S509,3,7105,0.154,0.36,https://www.richards.net/
CAM1002,display,text,2025-04-25 02:37:27,cpc,mailchimp,utm_423,seen,0,,CR730,S314,4,1339,0.122,4.53,http://grimes.com/
CAM1003,email,text,2025-04-13 20:04:57,cpv,google,utm_565,seen,0,,CR516,S436,5,4829,0.026,2.03,https://melendez-graves.com/
CAM1004,email,text,2025-04-06 09:18:41,cpv,google,utm_336,seen,0,,CR416,S233,4,7301,0.133,2.36,https://middleton-rodriguez.com/
CAM1003,social,banner,2025-05-17 09:49:35,cpv,facebook,utm_275,seen,0,,CR963,S597,3,1010,0.047,3.37,https://www.reyes.com/
CAM1007,email,text,2025-04-19 15:12:15,cpv,mailchimp,utm_901,clicked,0,,CR518,S906,2,2268,0.018,3.58,http://brown.net/
CAM1003,search,banner,2025-03-10 17:38:22,cpm,facebook,utm_867,converted,1,1.0,CR795,S906,5,5639,0.03,3.44,http://patterson.com/
CAM1004,social,banner,2025-05-23 16:30:05,cpm,mailchimp,utm_451,seen,0,,CR873,S253,1,4951,0.196,2.98,https://www.reyes-taylor.com/
CAM1003,display,text,2025-03-08 05:35:58,cpv,linkedin,utm_165,seen,0,,CR791,S218,4,6365,0.109,1.93,https://www.sanchez.com/
CAM1006,search,banner,2025-05-27 07:45:15,cpc,mailchimp,utm_844,clicked,0,,CR292,S948,4,3625,0.046,1.33,http://www.ramos.com/
CAM1006,display,popup,2025-05-28 11:45:30,cpv,google,utm_107,clicked,0,,CR920,S236,5,6771,0.16,0.15,https://www.smith.biz/
CAM1005,social,banner,2025-05-29 08:04:05,cpm,linkedin,utm_548,seen,0,,CR244,S110,1,3072,0.119,2.74,https://williams-berry.biz/
CAM1007,display,popup,2025-05-04 05:10:27,cpm,mailchimp,utm_613,clicked,0,,CR776,S832,1,3488,0.016,1.17,https://mata.info/
CAM1003,social,text,2025-04-06 14:58:40,cpm,google,utm_194,clicked,0,,CR636,S585,1,5266,0.163,3.73,http://webb.info/
CAM1003,search,popup,2025-05-06 21:35:10,cpm,mailchimp,utm_628,converted,1,18.0,CR332,S767,4,2983,0.098,4.4,http://mullen.com/
CAM1001,email,video,2025-03-05 01:23:35,cpm,facebook,utm_916,converted,1,35.0,CR104,S878,1,2873,0.078,1.69,https://williams.org/
CAM1002,display,banner,2025-03-22 14:09:37,cpv,mailchimp,utm_307,seen,0,,CR813,S178,1,8628,0.17,4.32,http://www.martin.biz/
CAM1007,email,banner,2025-03-25 22:09:37,cpc,mailchimp,utm_154,clicked,0,,CR589,S559,4,5290,0.092,1.33,https://rodriguez-salazar.biz/
CAM1005,email,video,2025-03-04 14:13:40,cpm,linkedin,utm_714,clicked,0,,CR877,S167,1,2662,0.097,2.3,https://www.maldonado.org/
CAM1004,search,text,2025-03-04 05:20:20,cpc,facebook,utm_519,converted,1,23.0,CR174,S359,1,1339,0.196,2.2,https://www.evans.com/
CAM1007,search,banner,2025-05-08 11:09:34,cpc,mailchimp,utm_611,clicked,0,,CR330,S637,3,7101,0.058,4.97,https://www.tran.com/
CAM1003,email,video,2025-04-24 05:45:23,cpv,facebook,utm_910,seen,0,,CR389,S186,1,5123,0.051,2.9,http://www.holder-thomas.biz/
CAM1002,social,popup,2025-04-15 02:28:21,cpc,mailchimp,utm_396,clicked,0,,CR358,S878,4,9331,0.019,1.65,http://thompson-yu.com/
CAM1003,display,video,2025-03-07 12:05:08,cpm,mailchimp,utm_122,seen,0,,CR426,S791,1,3681,0.076,2.23,http://taylor.biz/
CAM1004,search,popup,2025-05-17 06:33:31,cpc,mailchimp,utm_832,converted,1,19.0,CR321,S314,2,6991,0.067,0.91,http://www.wilson.com/
CAM1004,email,popup,2025-04-23 10:31:54,cpc,linkedin,utm_867,seen,0,,CR859,S332,1,6251,0.186,1.65,https://robertson-thomas.org/
CAM1007,email,video,2025-03-23 12:22:40,cpm,mailchimp,utm_198,seen,0,,CR304,S661,3,6776,0.178,3.04,http://hall.org/
CAM1001,display,video,2025-05-02 00:27:41,cpm,facebook,utm_357,clicked,0,,CR476,S344,5,7271,0.025,1.68,http://www.cox-allen.com/
CAM1004,email,popup,2025-05-22 15:37:59,cpv,mailchimp,utm_628,clicked,0,,CR517,S822,2,9950,0.049,4.13,http://morgan-king.org/
CAM1002,display,banner,2025-03-22 03:12:46,cpv,linkedin,utm_431,converted,1,28.0,CR688,S861,5,9594,0.114,1.25,https://www.liu.com/
CAM1007,search,video,2025-03-30 12:58:22,cpm,mailchimp,utm_832,seen,0,,CR977,S681,4,9347,0.177,0.27,http://www.bartlett.com/
CAM1001,display,popup,2025-03-09 10:12:48,cpc,facebook,utm_488,clicked,0,,CR889,S463,1,9612,0.167,0.32,https://lynn.org/
CAM1004,social,text,2025-03-02 03:48:33,cpv,google,utm_774,seen,0,,CR372,S496,1,2680,0.012,4.72,http://chavez.info/
CAM1003,social,popup,2025-05-07 21:23:28,cpv,linkedin,utm_715,clicked,0,,CR932,S175,3,2411,0.033,0.49,http://www.reed.info/
CAM1000,email,banner,2025-05-28 02:45:20,cpm,mailchimp,utm_374,clicked,0,,CR446,S520,2,4264,0.01,0.17,http://anderson.biz/
CAM1007,search,text,2025-03-01 11:12:51,cpc,linkedin,utm_300,seen,0,,CR914,S490,3,1421,0.173,4.71,https://www.king-lamb.net/
CAM1000,email,text,2025-04-27 08:11:23,cpm,mailchimp,utm_141,clicked,0,,CR404,S527,3,6236,0.021,1.19,https://www.west.com/
CAM1007,search,banner,2025-03-12 04:40:34,cpm,linkedin,utm_574,seen,0,,CR240,S537,4,3806,0.156,4.32,https://marshall-contreras.com/
CAM1004,social,text,2025-03-01 21:52:48,cpm,facebook,utm_593,seen,0,,CR937,S384,2,4385,0.128,3.71,https://collins.org/
CAM1003,display,text,2025-05-17 13:53:37,cpv,mailchimp,utm_243,clicked,0,,CR691,S995,3,8737,0.044,1.12,https://www.fowler.com/
CAM1004,display,text,2025-03-05 07:56:32,cpc,facebook,utm_304,seen,0,,CR523,S561,3,6004,0.041,1.56,http://www.baker.info/
CAM1002,display,popup,2025-04-02 08:43:03,cpv,linkedin,utm_435,seen,0,,CR344,S983,1,8930,0.102,3.02,https://wilson-smith.net/
CAM1003,search,video,2025-03-28 06:33:31,cpm,facebook,utm_748,clicked,0,,CR630,S702,4,4963,0.042,0.68,http://marks.com/
CAM1007,search,video,2025-04-22 13:33:23,cpc,google,utm_283,seen,0,,CR571,S907,2,2131,0.18,2.28,http://smith-peterson.com/
CAM1002,search,banner,2025-03-16 17:56:54,cpc,mailchimp,utm_794,seen,0,,CR853,S881,1,8448,0.08,2.2,https://www.wheeler-allison.com/
CAM1003,social,text,2025-05-19 09:12:44,cpm,google,utm_184,seen,0,,CR881,S305,4,8769,0.158,2.14,https://collier-garcia.com/
CAM1001,display,banner,2025-04-17 00:04:26,cpc,facebook,utm_779,clicked,0,,CR645,S305,3,7325,0.079,4.87,https://ibarra-cox.com/
CAM1007,search,popup,2025-04-10 14:46:26,cpm,google,utm_224,clicked,0,,CR861,S820,5,4744,0.05,2.82,https://hunt.com/
CAM1000,email,banner,2025-03-17 03:47:07,cpm,facebook,utm_132,clicked,0,,CR789,S985,3,4536,0.137,2.25,https://www.hunter-adams.com/
CAM1003,social,banner,2025-05-13 14:45:41,cpv,linkedin,utm_871,converted,1,12.0,CR298,S645,3,8785,0.174,4.32,http://www.romero.com/
CAM1001,search,banner,2025-05-12 00:09:12,cpc,google,utm_437,clicked,0,,CR545,S888,5,7724,0.13,0.68,https://www.gray-lawrence.org/
CAM1000,search,video,2025-03-18 16:04:55,cpc,mailchimp,utm_807,seen,0,,CR890,S931,5,9179,0.06,0.59,https://www.stone.net/
CAM1005,social,video,2025-04-16 05:59:39,cpv,mailchimp,utm_826,seen,0,,CR843,S275,4,8378,0.096,4.67,http://zamora-gonzales.com/
CAM1002,email,banner,2025-04-15 11:25:18,cpm,mailchimp,utm_653,clicked,0,,CR719,S977,4,1867,0.125,3.45,http://www.cunningham.com/
CAM1002,email,video,2025-04-18 06:05:58,cpm,google,utm_933,converted,1,39.0,CR625,S798,2,6517,0.196,1.48,https://www.morton.com/
CAM1002,email,video,2025-03-06 08:33:54,cpv,linkedin,utm_160,seen,0,,CR803,S588,1,8185,0.138,1.47,https://www.martinez-spencer.biz/
CAM1003,social,banner,2025-03-17 17:42:02,cpv,mailchimp,utm_917,clicked,0,,CR933,S819,1,1334,0.144,3.61,http://www.fernandez-santana.com/
CAM1006,display,video,2025-03-28 21:44:10,cpc,mailchimp,utm_833,converted,1,8.0,CR159,S817,3,8567,0.118,0.44,http://www.lee.com/
CAM1000,search,banner,2025-05-16 11:41:31,cpc,linkedin,utm_617,clicked,0,,CR520,S210,4,5416,0.061,4.89,http://www.lawrence.com/
CAM1000,search,video,2025-05-16 11:00:12,cpc,mailchimp,utm_695,seen,0,,CR508,S778,2,3305,0.023,2.71,https://www.knight-mccann.com/
CAM1001,email,text,2025-05-06 00:38:00,cpm,facebook,utm_932,clicked,0,,CR932,S625,2,3021,0.075,1.41,http://cooper.net/
CAM1004,display,banner,2025-05-25 10:26:35,cpc,google,utm_379,clicked,0,,CR145,S805,2,3479,0.063,0.24,https://george.com/
CAM1001,display,video,2025-04-19 02:42:43,cpc,google,utm_775,seen,0,,CR426,S194,4,9075,0.126,4.87,https://www.baldwin-williams.biz/
CAM1006,social,text,2025-05-23 15:24:27,cpc,linkedin,utm_407,clicked,0,,CR716,S563,2,5738,0.053,2.6,https://blackwell.info/
CAM1005,email,video,2025-05-15 17:14:03,cpc,mailchimp,utm_997,clicked,0,,CR592,S135,5,1246,0.124,4.73,https://www.wilson.net/
CAM1005,search,popup,2025-05-16 01:13:39,cpv,mailchimp,utm_670,converted,1,10.0,CR645,S700,3,1819,0.078,2.53,http://cox.com/
CAM1003,search,video,2025-04-21 09:36:30,cpc,facebook,utm_221,clicked,0,,CR294,S954,4,7072,0.102,3.44,http://mccann.com/
CAM1007,search,text,2025-03-13 19:36:38,cpc,mailchimp,utm_578,converted,1,8.0,CR958,S653,5,6675,0.112,0.31,https://castillo.net/
CAM1000,email,text,2025-04-21 11:04:07,cpc,google,utm_359,seen,0,,CR410,S448,5,1046,0.013,3.92,https://shelton.com/
CAM1001,social,text,2025-05-10 02:37:50,cpm,mailchimp,utm_116,seen,0,,CR245,S551,5,8798,0.189,0.63,http://www.wright.info/
CAM1000,display,video,2025-03-04 07:39:04,cpm,google,utm_369,converted,1,3.0,CR828,S105,3,3299,0.069,0.65,http://morales.org/
CAM1005,display,banner,2025-05-15 07:28:44,cpc,mailchimp,utm_924,clicked,0,,CR159,S327,2,5163,0.161,1.96,http://warren.net/
CAM1001,social,popup,2025-04-18 06:14:26,cpv,linkedin,utm_831,seen,0,,CR699,S166,2,1335,0.154,2.89,http://www.solis-shaffer.org/
CAM1007,display,banner,2025-04-05 04:12:14,cpv,mailchimp,utm_396,clicked,0,,CR391,S717,2,6380,0.074,1.51,https://www.roth.biz/
CAM1001,display,popup,2025-03-31 01:40:31,cpv,mailchimp,utm_771,converted,1,40.0,CR245,S610,1,1276,0.148,1.24,https://www.smith-lee.com/
CAM1001,email,video,2025-04-22 14:43:23,cpm,linkedin,utm_191,seen,0,,CR369,S596,3,7150,0.164,2.43,http://smith.com/
CAM1007,email,text,2025-03-18 08:37:41,cpc,mailchimp,utm_438,converted,1,32.0,CR144,S448,1,2621,0.033,1.62,https://cohen-hernandez.com/
CAM1002,display,popup,2025-03-15 06:51:36,cpc,google,utm_492,seen,0,,CR781,S583,4,9916,0.197,1.62,http://www.cummings.com/
CAM1003,social,text,2025-03-29 21:21:32,cpm,mailchimp,utm_937,converted,1,14.0,CR350,S318,1,3447,0.144,2.81,https://sanders.info/
CAM1007,email,text,2025-04-30 03:34:19,cpc,google,utm_383,clicked,0,,CR503,S216,5,4230,0.063,0.78,http://www.oneill.biz/
CAM1001,social,video,2025-04-10 07:08:32,cpv,mailchimp,utm_913,seen,0,,CR692,S448,5,3093,0.153,2.5,http://santos-smith.com/
CAM1005,search,video,2025-04-04 12:24:08,cpc,mailchimp,utm_964,seen,0,,CR848,S343,5,5483,0.188,2.62,http://becker.com/
CAM1000,display,video,2025-03-23 07:30:01,cpm,facebook,utm_320,seen,0,,CR488,S514,4,4629,0.068,1.83,https://www.nichols-wang.com/
CAM1003,social,video,2025-05-11 08:32:41,cpm,mailchimp,utm_422,clicked,0,,CR120,S854,3,8539,0.136,3.86,http://www.berry.net/
CAM1002,search,text,2025-04-17 21:43:53,cpm,facebook,utm_334,seen,0,,CR413,S187,5,2139,0.144,1.43,http://www.peters.com/
CAM1001,social,video,2025-04-11 09:13:19,cpc,google,utm_342,seen,0,,CR592,S293,5,5516,0.146,1.61,http://www.rogers-levine.com/
CAM1000,social,banner,2025-03-23 05:53:17,cpv,mailchimp,utm_326,seen,0,,CR908,S945,5,2291,0.034,3.98,http://jones-figueroa.net/
CAM1002,display,popup,2025-04-03 05:28:43,cpc,facebook,utm_352,clicked,0,,CR707,S794,2,1886,0.07,4.72,http://davis.com/
CAM1004,social,video,2025-04-24 21:42:06,cpm,linkedin,utm_961,clicked,0,,CR599,S593,3,7593,0.013,3.9,https://zavala.com/
CAM1004,social,banner,2025-04-29 22:42:17,cpm,google,utm_543,converted,1,11.0,CR154,S130,2,4973,0.181,1.34,http://duncan.com/
CAM1006,email,text,2025-05-22 08:52:55,cpv,mailchimp,utm_314,seen,0,,CR926,S318,4,1671,0.071,0.48,http://allen.com/
CAM1007,social,video,2025-04-24 20:46:59,cpv,google,utm_146,clicked,0,,CR560,S481,1,9025,0.059,2.66,https://www.johnston-rosales.info/
CAM1000,search,text,2025-04-26 20:17:30,cpc,mailchimp,utm_695,seen,0,,CR873,S722,2,5468,0.173,1.87,https://www.blankenship.com/
CAM1007,social,text,2025-05-28 18:54:21,cpm,linkedin,utm_715,seen,0,,CR194,S743,1,8432,0.068,3.44,https://www.jordan.org/
CAM1007,display,video,2025-05-02 17:06:46,cpv,linkedin,utm_863,seen,0,,CR252,S298,4,1634,0.016,1.09,https://www.guzman-beltran.info/
CAM1001,search,video,2025-04-02 10:51:05,cpm,linkedin,utm_426,seen,0,,CR310,S684,5,1595,0.074,3.71,https://villarreal.com/
CAM1003,display,banner,2025-03-30 00:46:57,cpm,google,utm_103,clicked,0,,CR859,S172,4,6118,0.129,4.94,https://www.jenkins.com/
CAM1006,search,popup,2025-04-20 05:00:13,cpm,facebook,utm_613,converted,1,18.0,CR834,S522,4,6801,0.028,0.86,http://www.evans.info/
CAM1001,display,text,2025-05-10 15:28:15,cpv,mailchimp,utm_814,seen,0,,CR775,S324,5,4790,0.107,1.01,https://www.hamilton.com/
CAM1006,display,text,2025-03-29 20:12:58,cpc,google,utm_297,seen,0,,CR856,S836,1,4239,0.079,1.62,http://soto.com/
CAM1006,email,video,2025-04-30 10:50:48,cpv,facebook,utm_363,seen,0,,CR351,S860,1,7083,0.017,0.44,https://munoz.com/
CAM1000,email,popup,2025-04-16 06:26:55,cpv,linkedin,utm_348,converted,1,11.0,CR507,S555,2,3781,0.194,4.32,http://goodwin-york.com/
CAM1006,search,text,2025-05-26 19:55:59,cpc,facebook,utm_157,converted,1,10.0,CR583,S837,2,7223,0.135,3.26,http://www.moon.com/
CAM1004,email,popup,2025-05-30 02:37:11,cpc,mailchimp,utm_616,converted,1,44.0,CR606,S786,3,9303,0.051,4.95,http://carter.biz/
CAM1002,search,video,2025-03-05 21:49:27,cpv,mailchimp,utm_248,seen,0,,CR202,S357,4,5978,0.064,3.96,http://www.mitchell.com/
CAM1004,email,video,2025-04-16 21:18:23,cpv,mailchimp,utm_715,converted,1,42.0,CR419,S147,5,6118,0.075,4.31,http://anderson-koch.biz/
CAM1000,search,text,2025-04-07 01:59:30,cpm,mailchimp,utm_470,seen,0,,CR580,S646,4,9649,0.157,3.42,http://www.green-moore.com/
CAM1003,email,popup,2025-03-22 10:33:24,cpm,facebook,utm_941,seen,0,,CR667,S152,5,6784,0.107,3.74,https://www.larson.com/
CAM1006,display,banner,2025-05-29 14:38:07,cpv,facebook,utm_314,seen,0,,CR600,S362,3,4458,0.184,2.27,http://www.rivera.com/
CAM1004,display,popup,2025-05-13 00:37:05,cpc,mailchimp,utm_924,seen,0,,CR582,S435,1,2100,0.173,1.36,https://www.foster.com/
CAM1002,social,video,2025-04-17 16:54:37,cpc,facebook,utm_582,clicked,0,,CR440,S815,5,4717,0.021,3.49,https://booker.com/
CAM1000,email,banner,2025-04-20 15:39:24,cpv,facebook,utm_464,seen,0,,CR311,S876,4,3143,0.047,4.13,https://www.robles.net/
CAM1007,search,banner,2025-05-11 13:14:43,cpv,linkedin,utm_384,seen,0,,CR906,S352,4,8285,0.057,4.98,https://martin-johnston.com/
CAM1006,search,banner,2025-05-20 23:30:36,cpc,mailchimp,utm_680,clicked,0,,CR914,S603,3,9575,0.177,2.55,https://perry.com/
CAM1003,display,popup,2025-04-04 06:20:37,cpc,google,utm_511,seen,0,,CR190,S960,4,7372,0.036,4.09,http://www.martin.com/
CAM1000,display,popup,2025-04-15 03:27:58,cpv,google,utm_601,clicked,0,,CR720,S101,3,3210,0.076,0.93,http://smith-cortez.com/
CAM1007,email,text,2025-04-28 18:01:03,cpc,facebook,utm_826,clicked,0,,CR947,S552,1,7377,0.014,2.73,http://www.mata.info/
CAM1003,social,video,2025-04-09 11:23:53,cpv,facebook,utm_225,seen,0,,CR232,S539,2,7260,0.119,2.16,http://thomas-gordon.com/
CAM1002,display,banner,2025-05-21 18:04:58,cpc,mailchimp,utm_249,seen,0,,CR406,S347,3,8574,0.153,1.66,https://hopkins-williams.com/
CAM1000,display,text,2025-03-18 02:11:37,cpc,google,utm_138,seen,0,,CR114,S909,1,6282,0.19,1.06,http://www.harvey-george.com/
CAM1006,email,banner,2025-05-11 07:59:32,cpm,google,utm_635,seen,0,,CR974,S583,4,4395,0.172,4.75,https://shepherd-adams.org/
CAM1002,search,text,2025-03-22 19:26:05,cpc,google,utm_107,seen,0,,CR818,S802,2,7844,0.06,4.75,http://sutton.org/
CAM1007,search,text,2025-03-02 20:47:48,cpm,facebook,utm_961,clicked,0,,CR465,S520,4,4281,0.017,4.11,https://stevenson.org/
CAM1001,email,text,2025-05-23 23:53:26,cpm,linkedin,utm_978,converted,1,18.0,CR138,S590,3,8691,0.149,2.84,http://palmer.com/
CAM1005,email,banner,2025-04-02 11:08:51,cpv,facebook,utm_312,seen,0,,CR806,S941,1,9757,0.089,4.01,https://www.wilcox.com/
CAM1006,display,popup,2025-05-26 14:21:47,cpv,facebook,utm_923,seen,0,,CR930,S878,1,5838,0.191,3.82,http://www.villa.com/
CAM1004,display,video,2025-04-03 01:09:32,cpm,linkedin,utm_795,clicked,0,,CR591,S483,5,8573,0.173,1.35,http://www.white.biz/
CAM1004,email,banner,2025-03-31 02:52:45,cpc,mailchimp,utm_257,seen,0,,CR885,S295,3,2825,0.137,3.45,http://www.carter.com/
CAM1000,email,video,2025-03-03 02:25:19,cpm,facebook,utm_908,clicked,0,,CR148,S707,1,2721,0.049,4.86,https://www.fuentes.com/
CAM1002,display,text,2025-03-05 08:26:37,cpc,google,utm_547,seen,0,,CR880,S277,1,6287,0.021,2.06,https://www.williams-wright.com/
CAM1001,email,banner,2025-04-01 17:09:28,cpm,mailchimp,utm_875,seen,0,,CR649,S837,5,5956,0.047,3.14,http://www.erickson-diaz.com/
CAM1001,email,popup,2025-04-01 11:35:41,cpv,facebook,utm_383,seen,0,,CR408,S215,2,5911,0.178,4.21,https://www.blanchard.com/
CAM1001,email,video,2025-03-27 13:01:41,cpm,linkedin,utm_449,seen,0,,CR969,S865,4,9648,0.087,1.73,http://www.meyers.biz/
CAM1003,display,video,2025-03-30 15:58:45,cpc,google,utm_197,clicked,0,,CR780,S120,1,6107,0.186,0.27,http://www.oliver.com/
CAM1007,social,banner,2025-03-13 18:38:26,cpc,google,utm_650,clicked,0,,CR823,S316,5,2746,0.088,0.37,https://www.owen.net/
CAM1003,social,popup,2025-03-08 07:37:10,cpv,linkedin,utm_308,seen,0,,CR174,S394,5,6897,0.054,3.42,http://www.beltran.com/
CAM1001,search,popup,2025-05-10 19:13:10,cpv,mailchimp,utm_980,clicked,0,,CR966,S710,2,3128,0.143,3.76,https://jensen.com/
CAM1002,search,video,2025-04-02 08:22:09,cpv,linkedin,utm_255,clicked,0,,CR384,S550,1,7465,0.024,3.01,https://crawford-martinez.biz/
CAM1005,email,popup,2025-04-11 23:11:54,cpv,google,utm_413,seen,0,,CR886,S644,1,3784,0.04,2.01,http://www.welch.com/
CAM1002,social,video,2025-03-02 16:39:36,cpc,linkedin,utm_104,converted,1,6.0,CR832,S617,3,4607,0.117,1.85,https://www.jenkins.net/
CAM1005,search,text,2025-05-03 19:13:52,cpm,google,utm_963,converted,1,37.0,CR942,S225,3,5426,0.069,4.94,https://stewart.com/
CAM1001,display,banner,2025-04-14 11:41:12,cpm,linkedin,utm_100,clicked,0,,CR370,S579,3,5990,0.181,2.81,https://www.williams-moore.com/
CAM1002,social,text,2025-04-28 22:40:36,cpv,linkedin,utm_165,converted,1,22.0,CR218,S365,2,3479,0.105,2.39,https://pearson.com/
CAM1005,display,banner,2025-03-30 17:11:57,cpc,facebook,utm_585,seen,0,,CR358,S406,5,8182,0.047,1.16,http://www.brandt.com/
CAM1004,social,video,2025-05-12 08:21:19,cpm,linkedin,utm_479,converted,1,10.0,CR662,S914,1,2202,0.161,0.47,http://www.miller.biz/
CAM1006,display,popup,2025-05-11 03:23:39,cpv,linkedin,utm_284,seen,0,,CR368,S604,1,9180,0.042,0.64,http://www.robinson.net/
CAM1006,social,text,2025-04-18 15:02:01,cpc,facebook,utm_297,seen,0,,CR113,S660,2,2636,0.091,0.57,http://www.campbell.com/
CAM1004,social,video,2025-04-07 11:09:03,cpc,linkedin,utm_149,clicked,0,,CR261,S996,4,1253,0.185,1.81,http://www.rasmussen-kennedy.net/
